Brand,Names,Prices,Url
DELL,G5 G5590 GAMING CI5-8300H 2.3GHZ 1TB+128SSD 8GBRAM 4GBNVIDIA,"₦ 297,500 ",https://www.jumia.com.ng/dell-g5-g5590-gaming-ci5-8300h-2.3ghz-1tb128ssd-8gbram-4gbnvidia-44072682.html
Hp,"Probook 440 G6 W10 Pro  Core™ I7-1.8ghz 8 GB; 256 GB SSD 14""","₦ 338,300 ",https://www.jumia.com.ng/hp-probook-440-g6-w10-pro-coretm-i7-1.8ghz-8-gb-256-gb-ssd-14-44069841.html
Hp,"15 Intel Pentium Dualcore (500GB, 4GB RAM), WLAN, Bluetooth® 4.0, Webcam, DTS Studio Sound Windows 10","₦ 95,500 ",https://www.jumia.com.ng/hp-15-intel-pentium-dualcore-500gb-4gb-ram-wlan-bluetoothr-4.0-webcam-dts-studio-sound-windows-10-31541690.html
DELL,"Latitude 5490 14"" Core I5 I5-8350U 8GB 256 GB SSD Win10 Pro","₦ 328,000 ",https://www.jumia.com.ng/dell-latitude-5490-14-core-i5-i5-8350u-8gb-256-gb-ssd-win10-pro-44328335.html
Hp,"Pavilion 15 Intel Core I3 1TB HDD 4GB RAM+Flash, Mouse, USB Light For Keyboard 15 Inch Win 10","₦ 170,000 ",https://www.jumia.com.ng/hp-pavilion-15-intel-core-i3-1tb-hdd-4gb-ramflash-mouse-usb-light-for-keyboard-15-inch-win-10-44175947.html
Hp,"Pavilion 15 Intel Pentium Quad Core 2.1Ghz (4GB RAM, 1TB HDD) 15-Inch Windows 10 Laptop+32GB Flash With A USB Lamp And A Wireless Mouse - White","₦ 139,000 ",https://www.jumia.com.ng/hp-pavilion-15-intel-pentium-quad-core-2.1ghz-4gb-ram-1tb-hdd-15-inch-windows-10-laptop32gb-flash-with-a-usb-lamp-and-a-wireless-mouse-white-27707286.html
Hp,"Pavillion Touchsmart 15 Intel Core I7 12GB 1TB HDD,Graphics: 4GB Nvidia","₦ 300,000 ",https://www.jumia.com.ng/pavillion-touchsmart-15-intel-core-i7-12gb-1tb-hddgraphics-4gb-nvidia-hp-mpg305454.html
Bestrunner,32GB  Flash Memory Stick Drive OTG For Phone / PC,"₦ 1,969 ",https://www.jumia.com.ng/bestrunner-32gb-flash-memory-stick-drive-otg-for-phone-pc-36891786.html
Hp,"Envy X360 15 Intel Core I5 8th Gen,2.5GHz,15.6Inches, Touchscreen,Webcam(1TB HDD,12GB RAM+32GB Flash,Mouse,Fashion Sport Watch,USB Light)Windows 10","₦ 250,000 ",https://www.jumia.com.ng/envy-x360-15-intel-core-i5-8th-gen2.5ghz15.6inchestouchscreenwebcam1tb-hdd12gb-ram32gb-flashmousefashion-sport-watchusb-lightwindows-10-hp-mpg148076.html
Bestrunner,64GB Flash Memory Stick Drive OTG For Phone / PC,"₦ 2,334 ",https://www.jumia.com.ng/bestrunner-64gb-flash-memory-stick-drive-otg-for-phone-pc-44958551.html
SanDisk,32GB Ultra OTG (Dual Drive M3.0),"₦ 3,289 ",https://www.jumia.com.ng/sandisk-32gb-ultra-otg-dual-drive-m3.0-32228582.html
Hp,"6300 Pro SFF Intel Core I5 (3.2gHZ) 8GB Ram 1TB HDD, Win 10 Pro & MS Office Pro Preloaded","₦ 135,000 ",https://www.jumia.com.ng/hp-6300-pro-sff-intel-core-i5-3.2ghz-8gb-ram-1tb-hdd-win-10-pro-ms-office-pro-preloaded-34704180.html
Hp,Pavilion 15 Intel Core I5 1TB HDD 12GB RAM 1.6GHz-3.1GHz,"₦ 199,000 ",https://www.jumia.com.ng/hp-pavilion-15-intel-core-i5-1tb-hdd-12gb-ram-1.6ghz-3.1ghz-34074235.html
Hp,"HS04 Notebook Battery For Pavilion 14 And 15 Series 15-AF075N And 240 G4, 246 G4, 250 G4, 255 G4, 256 G4","₦ 9,700 ",https://www.jumia.com.ng/hp-hs04-notebook-battery-for-pavilion-14-and-15-series-15-af075n-and-240-g4-246-g4-250-g4-255-g4-256-g4-36270198.html
DELL,Inspiron 11 3000 Series 500gb 4gb 11.6’’ Multi-Touch 2-in-1 Notebook (Red),"₦ 123,000 ",https://www.jumia.com.ng/dell-inspiron-11-3000-series-500gb-4gb-11.6-multi-touch-2-in-1-notebook-red-40270412.html
Hp,"Stream 14-Intel Celeron N3060  4GB RAM, 32GB SSD Windows 10","₦ 72,000 ",https://www.jumia.com.ng/hp-stream-14-intel-celeron-n3060-4gb-ram-32gb-ssd-windows-10-44147617.html
Goojprt,58MM Bluetooth Thermal Printer Portable Receipt Machine-Light Blue,"₦ 11,099 ",https://www.jumia.com.ng/goojprt-58mm-bluetooth-thermal-printer-portable-receipt-machine-light-blue-42080718.html
Hp,20 Inch C403NH All In One - White,"₦ 135,200 ",https://www.jumia.com.ng/hp-20-inch-c403nh-all-in-one-white-44235035.html
Hp,"Pavilion X360 14 8th Gen Touch Intel Core I5-8250U, 8GB DDR4 RAM, 1TB HDD, Windows 10","₦ 215,000 ",https://www.jumia.com.ng/hp-pavilion-x360-14-8th-gen-touch-intel-core-i5-8250u-8gb-ddr4-ram-1tb-hdd-windows-10-45059590.html
New Age,32GB Omni OTG Flash Drive Disk With Multi Card Reader,"₦ 2,999 ",https://www.jumia.com.ng/32gb-omni-otg-flash-drive-disk-with-multi-card-reader-new-age-mpg1197219.html
,3200 DPI 7 Button 7D LED Optical USB Wired Gaming Mouse,"₦ 2,296 ",https://www.jumia.com.ng/generic-3200-dpi-7-button-7d-led-optical-usb-wired-gaming-mouse-42285198.html
Lenovo,"Ideapad Intel Celeron 15.6"" (4GB/1TB) Wins 10+ 32GB FLASH","₦ 82,000 ",https://www.jumia.com.ng/lenovo-ideapad-intel-celeron-15.6-4gb1tb-wins-10-32gb-flash-45027317.html
Hp,Value Notebook Black TopLoad Case 15.6 Inch,"₦ 3,499 ",https://www.jumia.com.ng/hp-value-notebook-black-topload-case-15.6-inch-44064537.html
Hp,PROBOOK 450G6 - INTEL CORE I5 - 1TB (HDD) / 8GB (RAM) - 2GB NVIDIA WINDOWS 10,"₦ 260,000 ",https://www.jumia.com.ng/hp-probook-450g6-intel-core-i5-1tb-hdd-8gb-ram-2gb-nvidia-windows-10-45141309.html
Hp,"PROBOOK 45OG5 - INTEL CORE I5 -1TB / 8GB, 2GB NVIDIA - WINDOWS 10","₦ 260,000 ",https://www.jumia.com.ng/hp-probook-45og5-intel-core-i5-1tb-8gb-2gb-nvidia-windows-10-44442873.html
Meijie Luo,Mini Chest/ Backpack  With USB Charging Port Grey,"₦ 4,500 ",https://www.jumia.com.ng/meijie-luo-mini-chest-backpack-with-usb-charging-port-grey-43813658.html
Hp,"Notebook 15 Intel Core I5 15.6Inches ,TOUCHSCREEN (1TB HDD,8GB RAM+32GB Flash,Mouse,GOLD)Windows 10","₦ 190,000 ",https://www.jumia.com.ng/hp-notebook-15-intel-core-i5-15.6inches-touchscreen-1tb-hdd8gb-ram32gb-flashmousegoldwindows-10-42536147.html
Kingston,USB Flash Drive USB 2.0 Pen Drives 32GB Flash USB Stick,"₦ 1,590 ",https://www.jumia.com.ng/kingston-usb-flash-drive-usb-2.0-pen-drives-32gb-flash-usb-stick-30623209.html
Hp,"ENVY X360 7th Generation Intel Core I7-7500u 15.6-inch (16GB RAM,2TB HDD) 4GB Dedicated RAM - Windows 10+32GB FLASH","₦ 320,000 ",https://www.jumia.com.ng/hp-envy-x360-7th-generation-intel-core-i7-7500u-15.6-inch-16gb-ram2tb-hdd-4gb-dedicated-ram-windows-1032gb-flash-21897189.html
Hp,Stream 11 Intel Celeron (64GB HDD 4GB Ram) Mini Windows 10+HP Mouse,"₦ 66,000 ",https://www.jumia.com.ng/hp-stream-11-intel-celeron-64gb-hdd-4gb-ram-mini-windows-10hp-mouse-43936672.html
Hp,Notebook 15-bs031wm Intel® Core™ I3-7100U 2.4GHz 4GB RAM 1TB HDD 15.6 Windows 10 Laptop - Silver,"₦ 128,490 ",https://www.jumia.com.ng/hp-notebook-15-bs031wm-intelr-coretm-i3-7100u-2.4ghz-4gb-ram-1tb-hdd-15.6-windows-10-laptop-silver-37400728.html
Hp,"Notebook 17-Intel Core I5,17.3 Inches,2.5GHz,HP Webcam (8GB RAM, 1TB HDD,+32GB Flash Drive,Mouse,Fashion Sport Watch,USB Light) Windows 10","₦ 176,000 ",https://www.jumia.com.ng/notebook-17-intel-core-i517.3-inches2.5ghzhp-webcam-8gb-ram-1tb-hdd32gb-flash-drivemousefashion-sport-watchusb-light-windows-10-hp-mpg186095.html
Lenovo,"Thinkpad 11 Intel Celeron, 128GB / 4GB Windows 8.1 PRO +BAG","₦ 58,000 ",https://www.jumia.com.ng/lenovo-thinkpad-11-intel-celeron-128gb-4gb-windows-8.1-pro-bag-45059915.html
Hp,"Pavillion 15  Intel Corei5 8th Gen 1TB HDD 12GB RAM USB Light+32GB Flash,- Windows10 - Smart Touchscreen","₦ 250,000 ",https://www.jumia.com.ng/hp-pavillion-15-intel-corei5-8th-gen-1tb-hdd-12gb-ram-usb-light32gb-flash-windows10-smart-touchscreen-34162681.html
DELL,"Inspiron 15-Intel Core I3,1TB HDD \12GB RAM,Touchscreen\  Win 10.+ MOUSE","₦ 150,000 ",https://www.jumia.com.ng/dell-inspiron-15-intel-core-i31tb-hdd-12gb-ramtouchscreen-win-10.-mouse-34068729.html
Seagate,500gb External Harddrive 3.0- Red,"₦ 8,999 ",https://www.jumia.com.ng/seagate-500gb-external-harddrive-3.0-red-31885678.html
LG,34-INCH ULTRAWIDE FULL HD IPS MONITOR 34UM61-P,"₦ 240,000 ",https://www.jumia.com.ng/34um61-p-34-inch-ultrawide-full-hd-ips-monitor-lg-mpg248904.html
Asus,"Vivobook X407MA-BV064T Intel® Celeron® N4000 Processor (4GB DDR4 500GB HDD) 14"" Windows 10 Laptop - Gold","₦ 76,600 ",https://www.jumia.com.ng/asus-vivobook-x407ma-bv064t-intelr-celeronr-n4000-processor-4gb-ddr4-500gb-hdd-14-windows-10-laptop-gold-38913014.html
Hp,"Pavilion 15 Intel Core I5 1.6 Up To 3.4Ghz (8GB RAM,1TB HDD) 15.6-Inch Windows 10 Laptop - Silver","₦ 220,500 ",https://www.jumia.com.ng/hp-pavilion-15-intel-core-i5-1.6-up-to-3.4ghz-8gb-ram1tb-hdd-15.6-inch-windows-10-laptop-silver-15641578.html
Hp,"HP NOTEBOOK 15 INTEL CORE I7,TOUCHSCREEN,1TB+16OPTANE,4GB MEMORY,8TH GEN,WINDOWS 10.","₦ 239,900 ",https://www.jumia.com.ng/hp-hp-notebook-15-intel-core-i7touchscreen1tb16optane4gb-memory8th-genwindows-10.-44147553.html
Hp,Color LaserJet Enterprise M553dn Printer,"₦ 315,000 ",https://www.jumia.com.ng/hp-color-laserjet-enterprise-m553dn-printer-9585602.html
SanDisk,16GB Cruzer Blade Flash Drive - Black.,"₦ 1,800 ",https://www.jumia.com.ng/sandisk-16gb-cruzer-blade-flash-drive-black.-41851719.html
Arduino,Arduino Double Channel Relay Module 5V/10A,"₦ 2,200 ",https://www.jumia.com.ng/arduino-arduino-double-channel-relay-module-5v10a-6558763.html
Hp,Pavilion 15 8Th Gen Intel Core I3 Backlit Keyboard 1tb Hdd 8gb Ram Wins 10,"₦ 189,900 ",https://www.jumia.com.ng/hp-pavilion-15-8th-gen-intel-core-i3-backlit-keyboard-1tb-hdd-8gb-ram-wins-10-44488925.html
DELL,"Inspiron :Intel Core I7,1.8GHz,1TB HDD/ 16GB RAM","₦ 250,000 ",https://www.jumia.com.ng/inspiron-intel-core-i71.8ghz1tb-hdd16gb-ram-dell-mpg310832.html
Hp,"Stream 14-Intel® Celeron® Processor (4GB RAM, 32GB EMMc) + 32GB FLASH DRIVE","₦ 68,000 ",https://www.jumia.com.ng/hp-stream-14-intelr-celeronr-processor-4gb-ram-32gb-emmc-32gb-flash-drive-28934105.html
Hp,Stream Intel Celeron Mini Laptop(64GB/4GB)Wins10s 11.6inch,"₦ 66,500 ",https://www.jumia.com.ng/hp-stream-intel-celeron-mini-laptop64gb4gbwins10s-11.6inch-43704753.html
Lenovo,Ideapad V130-15IKB Intel Core I3 (4GB RAM 1TB HDD) 15.6-Inch FREE DOS,"₦ 108,990 ",https://www.jumia.com.ng/lenovo-ideapad-v130-15ikb-intel-core-i3-4gb-ram-1tb-hdd-15.6-inch-free-dos-43677524.html
DELL,G5 Gaming Laptop 15 5587- Core I7 15.6 Inch 8 GB RAM 1TB HDD 128GB SSD Win 10,"₦ 305,000 ",https://www.jumia.com.ng/dell-g5-gaming-laptop-15-5587-core-i7-15.6-inch-8-gb-ram-1tb-hdd-128gb-ssd-win-10-43845099.html
Lenovo,Ideapad Intel Celeron (4GB RAM 1TB HDD) Wins 10 + Free Mouse,"₦ 80,500 ",https://www.jumia.com.ng/lenovo-ideapad-intel-celeron-4gb-ram-1tb-hdd-wins-10-free-mouse-44441979.html
Hp,Laptop 15.6 Inch Value Topload,"₦ 4,500 ",https://www.jumia.com.ng/hp-laptop-15.6-inch-value-topload-38314685.html
Hp,"Pavilion 15-Intel Core I5-15.6'',1TB HDD, 12GB RAM, Backlit, Touch, Win 10+32GB FLASH","₦ 220,000 ",https://www.jumia.com.ng/pavilion-15-intel-core-i5-15.61tb-hdd12gb-ram-backlit-touch-win-1032gb-flash-hp-mpg277735.html
Huion,PS Graphics Drawing Tablet With Monitor 21.5 Inch Pen Display HD Screen For Mac And PC,"₦ 240,000 ",https://www.jumia.com.ng/huion-ps-graphics-drawing-tablet-with-monitor-21.5-inch-pen-display-hd-screen-for-mac-and-pc-42824601.html
Hp,"15 Intel Celeron (4GB RAM, 500GB HDD+ Free 32GB Flash- USB Light) Windows 10","₦ 82,800 ",https://www.jumia.com.ng/hp-15-intel-celeron-4gb-ram-500gb-hdd-free-32gb-flash-usb-light-windows-10-42599680.html
Hp,15-bs152nia Intel Core I3 4GB RAM 1TB HDD Windows 10 Laptop,"₦ 121,990 ",https://www.jumia.com.ng/hp-15-bs152nia-intel-core-i3-4gb-ram-1tb-hdd-windows-10-laptop-43756383.html
,Anti Theft Laptop Bag USB Interface Backpack Durable Red,"₦ 6,294 ",https://www.jumia.com.ng/generic-anti-theft-laptop-bag-usb-interface-backpack-durable-red-44547577.html
,Anti Theft Security Travel Backpack & Laptop Bag With USB Charging Port -Bobby 1-stripe -Grey,"₦ 5,990 ",https://www.jumia.com.ng/generic-anti-theft-security-travel-backpack-laptop-bag-with-usb-charging-port-bobby-1-stripe-grey-25656575.html
Microsoft,OFFICE PROFESSIONAL PLUS 2019 –  (FOR 1 WINDOWS PC),"₦ 6,100 ",https://www.jumia.com.ng/microsoft-office-professional-plus-2019-for-1-windows-pc-43473749.html
DELL,"Inspiron 15-Intel Core I3, 12GB RAM,1TB HDD,Touchscreen, Backlit Keyboard, Windows 10+ BAG","₦ 170,000 ",https://www.jumia.com.ng/dell-inspiron-15-intel-core-i3-12gb-ram1tb-hddtouchscreen-backlit-keyboard-windows-10-bag-30479674.html
Hp,Genuine 17A TONER CARTRIDGE BLACK,"₦ 4,800 ",https://www.jumia.com.ng/genuine-hp-17a-toner-cartridge-black-hp-mpg309337.html
Lenovo,FLEX 5 15 2-IN-1 Core I5 256GB SSD 8GB   NVIDIA® MX130 2GB,"₦ 230,000 ",https://www.jumia.com.ng/lenovo-flex-5-15-2-in-1-core-i5-256gb-ssd-8gb-nvidiar-mx130-2gb-45140750.html
SanDisk,32GB Ultra OTG Dual USB Flash Drive 3.0,"₦ 3,790 ",https://www.jumia.com.ng/sandisk-32gb-ultra-otg-dual-usb-flash-drive-3.0-36756115.html
,2.4GHz Wireless 2400DPI/CPI 6D Button Optical Mouse/Mice,"₦ 1,630 ",https://www.jumia.com.ng/generic-2.4ghz-wireless-2400dpicpi-6d-button-optical-mousemice-42285196.html
Hp,"LaserJet MFP M436dn (Print, Copy, Scan) A3 Mono Laser Printer","₦ 208,000 ",https://www.jumia.com.ng/hp-laserjet-mfp-m436dn-print-copy-scan-a3-mono-laser-printer-44169883.html
Hp,"Mini Laptop Intel Celeron 64GB,4GB Wins10s 11.6+32gb Flash","₦ 65,500 ",https://www.jumia.com.ng/mini-laptop-intel-celeron-64gb4gb-wins10s-11.632gb-flash-hp-mpg1218834.html
Hp,"250 G6  Intel Core I3, 1TB HDD, 4GB RAM,15.6 ,win10 +Flash","₦ 115,000 ",https://www.jumia.com.ng/hp-250-g6-intel-core-i3-1tb-hdd-4gb-ram15.6-win10-flash-45027322.html
Hp,17A Black Genuine LaserJet Toner Cartridge...(CF217A).,"₦ 4,850 ",https://www.jumia.com.ng/hp-17a-black-genuine-laserjet-toner-cartridge...cf217a.-44352552.html
Hp,15 Intel Pentium Quad Core Touchscreen(4GB RAM 500GB HDD- 32GB Flash- USB Light For Keyboard- Mouse- Windows 10,"₦ 110,000 ",https://www.jumia.com.ng/hp-15-intel-pentium-quad-core-touchscreen4gb-ram-500gb-hdd-32gb-flash-usb-light-for-keyboard-mouse-windows-10-34501143.html
XPrinter,"58mm Thermal PoS Printer, USB Port. (No Bluetooth)","₦ 8,500 ",https://www.jumia.com.ng/xprinter-58mm-thermal-pos-printer-usb-port.-no-bluetooth-38411953.html
Asus,"Laptop Battery For ASUS F5 Series,A32-f5  F5C, F5GL, F5M, F5N, F5R, F5RI, F5SL, F5Sr, F5V, F5VI, F5VL, F5Z, X50 Series, X50C, X50M, X50N, X50R, X50RL, X50SL, X50V, X50VL","₦ 6,000 ",https://www.jumia.com.ng/asus-laptop-battery-for-asus-f5-seriesa32-f5-f5c-f5gl-f5m-f5n-f5r-f5ri-f5sl-f5sr-f5v-f5vi-f5vl-f5z-x50-series-x50c-x50m-x50n-x50r-x50rl-x50sl-x50v-x50vl-44664215.html
Hp,LaserJet Pro MFP M130a - G3Q57A- White,"₦ 39,999 ",https://www.jumia.com.ng/hp-laserjet-pro-mfp-m130a-g3q57a-white-8283176.html
ZTE,MF927U 4G LTE MTN Mobile Wi-Fi Router Hotspot,"₦ 13,999 ",https://www.jumia.com.ng/zte-mf927u-4g-lte-mtn-mobile-wi-fi-router-hotspot-44347805.html
Lenovo,"Thinkpad 11, Intel Celeron,128GB SSD 4GB RAM Windows 8.1 PRO","₦ 59,000 ",https://www.jumia.com.ng/lenovo-thinkpad-11-intel-celeron128gb-ssd-4gb-ram-windows-8.1-pro-44328561.html
Lenovo,"Thinkpad 11, Intel Celeron,128GB SSD 4GB RAM Windows 8.1 PRO","₦ 57,000 ",https://www.jumia.com.ng/lenovo-thinkpad-11-intel-celeron128gb-ssd-4gb-ram-windows-8.1-pro-44397305.html
DELL,"Inspiron 15-Intel Core I3,12GB RAM,1TB HDDTouch, Win10+FLASH","₦ 148,000 ",https://www.jumia.com.ng/dell-inspiron-15-intel-core-i312gb-ram1tb-hddtouch-win10flash-24540994.html
,USB CD/DVD-RW Intelligent Writer Burner External Hard Drive CD RW DVD ROM,"₦ 8,480 ",https://www.jumia.com.ng/generic-usb-cddvd-rw-intelligent-writer-burner-external-hard-drive-cd-rw-dvd-rom-19025325.html
Dolphin Wills,Eco-Friendly Rechargeable Mouse For Laptop And Desktop,"₦ 4,000 ",https://www.jumia.com.ng/dolphin-wills-eco-friendly-rechargeable-mouse-for-laptop-and-desktop-21880629.html
,Conforta 10.1'' Inch Android Tablet PC Leather Case Cover USB Keyboard Stand,"₦ 4,097 ",https://www.jumia.com.ng/generic-conforta-10.1-inch-android-tablet-pc-leather-case-cover-usb-keyboard-stand-17426971.html
Canon,PG-46 And PG-56 Ink Efficient Black And Color Ink Cartridge,"₦ 11,450 ",https://www.jumia.com.ng/canon-pg-46-and-pg-56-ink-efficient-black-and-color-ink-cartridge-21301688.html
Hp,"Pavilion X360 11.6 Intel Pentium 500GB/4GB,Touch+Bag,Windows 10","₦ 124,000 ",https://www.jumia.com.ng/hp-pavilion-x360-11.6-intel-pentium-500gb4gbtouchbagwindows-10-44212168.html
,HP External 8TB Drive HDD Mobile Disk Box USB 2.0 Portable Laptop SATA 2.5 Inch,"₦ 2,290 ",https://www.jumia.com.ng/generic-hp-external-8tb-drive-hdd-mobile-disk-box-usb-2.0-portable-laptop-sata-2.5-inch-25755656.html
Huawei,MTN 4G/LTE Mobile WiFi Wireless Hotspot Broadband E5573C,"₦ 25,000 ",https://www.jumia.com.ng/huawei-mtn-4glte-mobile-wifi-wireless-hotspot-broadband-e5573c-44148668.html
Hp,Color LaserJet Pro MFP M181fw - T6B71A,"₦ 115,200 ",https://www.jumia.com.ng/color-laserjet-pro-mfp-m181fw-t6b71a-hp-mpg197549.html
Hp,Color LaserJet Pro MFP M479fdw All-In-One Auto Duplex Printer,"₦ 180,000 ",https://www.jumia.com.ng/hp-color-laserjet-pro-mfp-m479fdw-all-in-one-auto-duplex-printer-45155503.html
Hp,LaserJet Pro 400 MFP M425dn Printer - CF286A,"₦ 180,500 ",https://www.jumia.com.ng/laserjet-pro-400-mfp-m425dn-printer-cf286a-hp-mpg78571.html
Hp,Pavilion 15 - Gaming I5 (8GB + 1TB HDD) 4GB Nvidia NVIDIA GeForce Windows,"₦ 295,000 ",https://www.jumia.com.ng/hp-pavilion-15-gaming-i5-8gb-1tb-hdd-4gb-nvidia-nvidia-geforce-windows-44301378.html
Hp,"Pavilion 13 X360 Intel Core I5-7200u 2.5Ghz Touch Enabled/Backlit Keyboard(1TB, 8GB HDD) Wins 10","₦ 247,000 ",https://www.jumia.com.ng/hp-pavilion-13-x360-intel-core-i5-7200u-2.5ghz-touch-enabledbacklit-keyboard1tb-8gb-hdd-wins-10-29720098.html
Hp,"Pavilion 15 Intel Core I5 1.6 Up To 3.4GHz, 12GB RAM, 1TB HDD Touchscreen/Backlit Keyboard Inches Windows 10","₦ 242,000 ",https://www.jumia.com.ng/hp-pavilion-15-intel-core-i5-1.6-up-to-3.4ghz-12gb-ram-1tb-hdd-touchscreenbacklit-keyboard-inches-windows-10-32165095.html
Hp,"Pavilion 15 Intel Pentium Quad Core 4GB,500GB HDD+ 32GB Flash Win10 Laptop +USB Light For Keyboard","₦ 106,000 ",https://www.jumia.com.ng/hp-pavilion-15-intel-pentium-quad-core-4gb500gb-hdd-32gb-flash-win10-laptop-usb-light-for-keyboard-45141495.html
Hp,"15 Intel Core I3 (8gb Ram,1TB Hdd + 32gb Flash Drive,led Lamp)Windows 10","₦ 135,000 ",https://www.jumia.com.ng/hp-15-intel-core-i3-8gb-ram1tb-hdd-32gb-flash-driveled-lampwindows-10-25492895.html
,Business Laptop Backpack Men Water Resistant&Anti-theft With USB Charging Port,"₦ 7,880 ",https://www.jumia.com.ng/generic-business-laptop-backpack-men-water-resistantanti-theft-with-usb-charging-port-40843406.html
Seagate,SEAGATE 500GB BACK UP PLUS EXT,"₦ 8,700 ",https://www.jumia.com.ng/seagate-seagate-500gb-back-up-plus-ext-44361327.html
Hp,Pavilion 15 8th Generation Intel Core I3 1TB 8GB Backlit Keyboard Wins 10,"₦ 170,000 ",https://www.jumia.com.ng/hp-pavilion-15-8th-generation-intel-core-i3-1tb-8gb-backlit-keyboard-wins-10-44397339.html
Hp,"Pavilion X 360 11.6 Intel Pentium,500gb/4gb,touch,+ 32gb Flash,Windows 10","₦ 123,000 ",https://www.jumia.com.ng/hp-pavilion-x-360-11.6-intel-pentium500gb4gbtouch-32gb-flashwindows-10-44211072.html
Hp,"250 Intel Celeron Quad Core (4GBRAM,500GB HDD) Windows 10 Laptop","₦ 84,500 ",https://www.jumia.com.ng/hp-250-intel-celeron-quad-core-4gbram500gb-hdd-windows-10-laptop-10197493.html
Hppower,Travel Laptop And School Backpack Bag - Black,"₦ 5,700 ",https://www.jumia.com.ng/hppower-travel-laptop-and-school-backpack-bag-black-44186936.html
Hp,"Elitedesk 800 SFF Intel Corei5,8GB RAM,1TB Win10&Office 2016","₦ 140,000 ",https://www.jumia.com.ng/hp-elitedesk-800-sff-intel-corei58gb-ram1tb-win10office-2016-45109274.html
Super Duo Duo,64GB OTG Flash Drive For Android Phones And Computers,"₦ 3,599 ",https://www.jumia.com.ng/super-duo-duo-64gb-otg-flash-drive-for-android-phones-and-computers-42163488.html
Huion,H950P Drawing Tablet  Slim Compact Graphics Tablet 8192/5080 Black,"₦ 21,586 ",https://www.jumia.com.ng/huion-h950p-drawing-tablet-slim-compact-graphics-tablet-81925080-black-8546205.html
Huion,H640P Graphics Drawing Tablet Signature Pad With Battery-Free Stylus,"₦ 16,003 ",https://www.jumia.com.ng/huion-h640p-graphics-drawing-tablet-signature-pad-with-battery-free-stylus-9463878.html
Ceda,64gb Thumb Flash Drive - Blue,"₦ 4,000 ",https://www.jumia.com.ng/64gb-thumb-flash-drive-blue-ceda-mpg1217090.html
Bestrunner,32GB Flash Memory Stick Drive OTG For Phone / PC,"₦ 2,000 ",https://www.jumia.com.ng/bestrunner-32gb-flash-memory-stick-drive-otg-for-phone-pc-36891776.html
Hp,5GHZ Universal Wireless Mouse - Black,"₦ 3,200 ",https://www.jumia.com.ng/hp-5ghz-universal-wireless-mouse-black-20328425.html
,8mm Horizontal Trapezoidal Pillow Block Mounted Bearing Support For 3D Printer Lead Screw Rod,₦ 970 ,https://www.jumia.com.ng/generic-8mm-horizontal-trapezoidal-pillow-block-mounted-bearing-support-for-3d-printer-lead-screw-rod-44500178.html
Hp,Pavilion 15-CS0072 Core I7-8550U  1TB 8GB+16GB Optane  TOUCH,"₦ 253,000 ",https://www.jumia.com.ng/hp-pavilion-15-cs0072-core-i7-8550u-1tb-8gb16gb-optane-touch-44488897.html
Hp,"Notebook 15 Intel® Pentium® N3710 1.6GHz (8GB RAM, 500GB HDD) 15.6 Inch Screen Wins 10 + Free Mouse","₦ 110,000 ",https://www.jumia.com.ng/hp-notebook-15-intelr-pentiumr-n3710-1.6ghz-8gb-ram-500gb-hdd-15.6-inch-screen-wins-10-free-mouse-35315562.html
Hp,"Stream 14-Intel® Celeron® Processor (4GB RAM, 32GB EMMc) + 32GB FLASH DRIVE","₦ 68,000 ",https://www.jumia.com.ng/hp-stream-14-intelr-celeronr-processor-4gb-ram-32gb-emmc-32gb-flash-drive-42535838.html
DELL,"Inspiron 15 Intel Core I3 (8GB RAM-1TB)15.6""Win10+32GB FLASH + BAG","₦ 158,000 ",https://www.jumia.com.ng/dell-inspiron-15-intel-core-i3-8gb-ram-1tb15.6win1032gb-flash-bag-31332737.html
Canon,EOS 4000D DSLR With 18-55mm III Lens- Black with 32GB & Bag Free,"₦ 113,900 ",https://www.jumia.com.ng/canon-eos-4000d-dslr-with-18-55mm-iii-lens-black-with-32gb-bag-free-32501084.html
,4G LTE Mobile Broadband Modem WiFi Router MIFi Wireless Hotspot LCD,"₦ 12,300 ",https://www.jumia.com.ng/generic-4g-lte-mobile-broadband-modem-wifi-router-mifi-wireless-hotspot-lcd-36489601.html
Lenovo,S200Z All-In-One Intel Dual Core 4GB Ram-500 Hard Drive-19.5'' Desktop Windows 10.,"₦ 136,000 ",https://www.jumia.com.ng/all-in-one-lenovo-s200z-intel-dual-core-4gb-ram-500-hard-drive-19.5-desktop-windows-10.-lenovo-mpg324519.html
DELL,"Inspiron 15- Intel Core I3-, 12GB RAM, 1TB HDD, DVDRW, 15.6'', Touch Screen, Windows 10","₦ 160,000 ",https://www.jumia.com.ng/dell-inspiron-15-intel-core-i3-12gb-ram-1tb-hdd-dvdrw-15.6-touch-screen-windows-10-34068738.html
Hp,NOTEBOOK 15 INTEL CELERON 1TB /4GB WINDOWS 10+BAG,"₦ 92,000 ",https://www.jumia.com.ng/hp-notebook-15-intel-celeron-1tb-4gb-windows-10bag-44267544.html
Seagate,Slim 1TB Back Up,"₦ 16,499 ",https://www.jumia.com.ng/seagate-slim-1tb-back-up-18738387.html
