Brand,Names,Prices,Url
,"300Mbps Wireless WiFi Repeater/Extender/AP/WI-FI Signal Range Amplifier/Booster, Mini 2.4G Portable WiFi Signal Range Extender With WPS For Router Home","₦ 5,200 ",https://www.jumia.com.ng/generic-300mbps-wireless-wifi-repeaterextenderapwi-fi-signal-range-amplifierbooster-mini-2.4g-portable-wifi-signal-range-extender-with-wps-for-router-home-33982037.html
Microsoft,"Microsoft Lifecam HD 3000 WebCam (Approved For WAEC,NECO & JAMB Reg)","₦ 19,500 ",https://www.jumia.com.ng/microsoft-microsoft-lifecam-hd-3000-webcam-approved-for-waecneco-jamb-reg-45109336.html
Hp,20 Inch C403NH All In One - White,"₦ 135,200 ",https://www.jumia.com.ng/hp-20-inch-c403nh-all-in-one-white-44235035.html
Huion,H950P Drawing Tablet  Slim Compact Graphics Tablet 8192/5080 Black,"₦ 21,586 ",https://www.jumia.com.ng/huion-h950p-drawing-tablet-slim-compact-graphics-tablet-81925080-black-8546205.html
Hp,Pavilion 15 8Th Gen Intel Core I3 Backlit Keyboard 1tb Hdd 8gb Ram Wins 10,"₦ 189,900 ",https://www.jumia.com.ng/hp-pavilion-15-8th-gen-intel-core-i3-backlit-keyboard-1tb-hdd-8gb-ram-wins-10-44488925.html
DELL,"Inspiron :Intel Core I7,1.8GHz,1TB HDD/ 16GB RAM","₦ 250,000 ",https://www.jumia.com.ng/inspiron-intel-core-i71.8ghz1tb-hdd16gb-ram-dell-mpg310832.html
Hp,"Envy X360 15 Intel Core I5 8th Gen,2.5GHz,15.6Inches, Touchscreen,Webcam(1TB HDD,12GB RAM+32GB Flash,Mouse,Fashion Sport Watch,USB Light)Windows 10","₦ 250,000 ",https://www.jumia.com.ng/envy-x360-15-intel-core-i5-8th-gen2.5ghz15.6inchestouchscreenwebcam1tb-hdd12gb-ram32gb-flashmousefashion-sport-watchusb-lightwindows-10-hp-mpg148076.html
Hp,Stream 11 Intel Celeron (64GB HDD 4GB Ram) Mini Windows 10+HP Mouse,"₦ 66,000 ",https://www.jumia.com.ng/hp-stream-11-intel-celeron-64gb-hdd-4gb-ram-mini-windows-10hp-mouse-43936672.html
Hp,"15 Intel Pentium (500GB HDD, 8GB RAM) Windows 10 Laptop - Red+ Free Mouse & LED Lamp","₦ 112,000 ",https://www.jumia.com.ng/hp-15-intel-pentium-500gb-hdd-8gb-ram-windows-10-laptop-red-free-mouse-led-lamp-42536134.html
Hp,Stream Intel Celeron Mini Laptop(64GB/4GB)Wins10s 11.6inch,"₦ 63,500 ",https://www.jumia.com.ng/hp-stream-intel-celeron-mini-laptop64gb4gbwins10s-11.6inch-43704753.html
Hp,"Pavilion X360 14"" Touch -Intel Core I5, 1TB HDD, 8GB RAM, Backlight Keyboard, Win 10 +16GB OPTANE","₦ 200,000 ",https://www.jumia.com.ng/hp-pavilion-x360-14-touch-intel-core-i5-1tb-hdd-8gb-ram-backlight-keyboard-win-10-16gb-optane-45110662.html
DELL,G5 Gaming Laptop 15 5587- Core I7 15.6 Inch 8 GB RAM 1TB HDD 128GB SSD Win 10,"₦ 305,000 ",https://www.jumia.com.ng/dell-g5-gaming-laptop-15-5587-core-i7-15.6-inch-8-gb-ram-1tb-hdd-128gb-ssd-win-10-43845099.html
Lenovo,"Thinkpad 11 Intel Celeron, 128GB / 4GB Windows 8.1 PRO +BAG","₦ 58,000 ",https://www.jumia.com.ng/lenovo-thinkpad-11-intel-celeron-128gb-4gb-windows-8.1-pro-bag-45059915.html
Hp,"Pavilion 15-Intel Core I5-15.6'',1TB HDD, 12GB RAM, Backlit, Touch, Win 10+32GB FLASH","₦ 220,000 ",https://www.jumia.com.ng/pavilion-15-intel-core-i5-15.61tb-hdd12gb-ram-backlit-touch-win-1032gb-flash-hp-mpg277735.html
Huion,PS Graphics Drawing Tablet With Monitor 21.5 Inch Pen Display HD Screen For Mac And PC,"₦ 240,000 ",https://www.jumia.com.ng/huion-ps-graphics-drawing-tablet-with-monitor-21.5-inch-pen-display-hd-screen-for-mac-and-pc-42824601.html
SanDisk,16GB Cruzer Blade Flash Drive - Black.,"₦ 1,800 ",https://www.jumia.com.ng/sandisk-16gb-cruzer-blade-flash-drive-black.-41851719.html
Hp,"Notebook 17-Intel Core I5,17.3 Inches,2.5GHz,HP Webcam (8GB RAM, 1TB HDD,+32GB Flash Drive,Mouse,Fashion Sport Watch,USB Light) Windows 10","₦ 176,000 ",https://www.jumia.com.ng/notebook-17-intel-core-i517.3-inches2.5ghzhp-webcam-8gb-ram-1tb-hdd32gb-flash-drivemousefashion-sport-watchusb-light-windows-10-hp-mpg186095.html
Taiwan,32GB Mobile Phone Memory Card TF Card Driving Recorder,"₦ 1,800 ",https://www.jumia.com.ng/taiwan-32gb-mobile-phone-memory-card-tf-card-driving-recorder-40270596.html
Hp,Notebook 15 Intel Core I5-1TB/8GB+16gb Optane-Touch-Backlit-DVD-windows 10+BAG - White,"₦ 190,000 ",https://www.jumia.com.ng/hp-notebook-15-intel-core-i5-1tb8gb16gb-optane-touch-backlit-dvd-windows-10bag-white-44393829.html
Asus,"Vivobook X407MA-BV064T Intel® Celeron® N4000 Processor (4GB DDR4 500GB HDD) 14"" Windows 10 Laptop - Gold","₦ 76,600 ",https://www.jumia.com.ng/asus-vivobook-x407ma-bv064t-intelr-celeronr-n4000-processor-4gb-ddr4-500gb-hdd-14-windows-10-laptop-gold-38913014.html
Hp,"LaserJet MFP M436dn (Print, Copy, Scan) A3 Mono Laser Printer","₦ 208,000 ",https://www.jumia.com.ng/hp-laserjet-mfp-m436dn-print-copy-scan-a3-mono-laser-printer-44169883.html
Asus,"Laptop Battery For ASUS F5 Series,A32-f5  F5C, F5GL, F5M, F5N, F5R, F5RI, F5SL, F5Sr, F5V, F5VI, F5VL, F5Z, X50 Series, X50C, X50M, X50N, X50R, X50RL, X50SL, X50V, X50VL","₦ 6,000 ",https://www.jumia.com.ng/asus-laptop-battery-for-asus-f5-seriesa32-f5-f5c-f5gl-f5m-f5n-f5r-f5ri-f5sl-f5sr-f5v-f5vi-f5vl-f5z-x50-series-x50c-x50m-x50n-x50r-x50rl-x50sl-x50v-x50vl-44664215.html
Hp,"6300 Pro SFF Intel Core I5 (3.2gHZ) 8GB Ram 1TB HDD, Win 10 Pro & MS Office Pro Preloaded","₦ 135,000 ",https://www.jumia.com.ng/hp-6300-pro-sff-intel-core-i5-3.2ghz-8gb-ram-1tb-hdd-win-10-pro-ms-office-pro-preloaded-34704180.html
Hp,Pavilion 15 Touchscreen Intel I5 8GB RAM 1TB HD + 32gb Flash,"₦ 198,000 ",https://www.jumia.com.ng/hp-pavilion-15-touchscreen-intel-i5-8gb-ram-1tb-hd-32gb-flash-44123725.html
Huion,H640P Graphics Drawing Tablet Signature Pad With Battery-Free Stylus,"₦ 16,003 ",https://www.jumia.com.ng/huion-h640p-graphics-drawing-tablet-signature-pad-with-battery-free-stylus-9463878.html
,Anti Theft Laptop Bag USB Interface Backpack Durable Grey,"₦ 6,294 ",https://www.jumia.com.ng/generic-anti-theft-laptop-bag-usb-interface-backpack-durable-grey-44547581.html
Hp,Value Notebook Black TopLoad Case 15.6 Inch,"₦ 3,499 ",https://www.jumia.com.ng/hp-value-notebook-black-topload-case-15.6-inch-44064537.html
Haoba,64GB OTG Flash Drive For Android Phones And Computers(Black),"₦ 3,599 ",https://www.jumia.com.ng/haoba-64gb-otg-flash-drive-for-android-phones-and-computersblack-42621584.html
Hp,"Pavilion X360 11.6 Intel Pentium 500GB/4GB,Touch+Bag,Windows 10","₦ 124,000 ",https://www.jumia.com.ng/hp-pavilion-x360-11.6-intel-pentium-500gb4gbtouchbagwindows-10-44212168.html
Hp,"Pavilion 15 X360, Intel Core I5, 1TB HDD 12GB, Backlit Keyboard, Touchscreen, Windows 10 + Free BAG","₦ 230,000 ",https://www.jumia.com.ng/hp-pavilion-15-x360-intel-core-i5-1tb-hdd-12gb-backlit-keyboard-touchscreen-windows-10-free-bag-42646786.html
,Mini Wireless Keyboard Mouse 2.4GHz 3 Color Touchpad Rechargeble For PC TV BOX Tablet,"₦ 3,360 ",https://www.jumia.com.ng/generic-mini-wireless-keyboard-mouse-2.4ghz-3-color-touchpad-rechargeble-for-pc-tv-box-tablet-34710802.html
,HP External 8TB Drive HDD Mobile Disk Box USB 2.0 Portable Laptop SATA 2.5 Inch,"₦ 2,290 ",https://www.jumia.com.ng/generic-hp-external-8tb-drive-hdd-mobile-disk-box-usb-2.0-portable-laptop-sata-2.5-inch-25755656.html
Hp,"250 G6  Intel Core I3, 1TB HDD, 4GB RAM,15.6 ,win10 +Flash","₦ 115,000 ",https://www.jumia.com.ng/hp-250-g6-intel-core-i3-1tb-hdd-4gb-ram15.6-win10-flash-45027322.html
Hp,"Stream 14-Intel® Celeron® Processor (4GB RAM, 32GB EMMc) + 32GB FLASH DRIVE","₦ 68,000 ",https://www.jumia.com.ng/hp-stream-14-intelr-celeronr-processor-4gb-ram-32gb-emmc-32gb-flash-drive-28934105.html
Hp,"15 Intel Core I3 (8gb Ram,1TB Hdd + 32gb Flash Drive,led Lamp)Windows 10","₦ 135,000 ",https://www.jumia.com.ng/hp-15-intel-core-i3-8gb-ram1tb-hdd-32gb-flash-driveled-lampwindows-10-25492895.html
Hp,Pavilion 15 - Gaming I5 (8GB + 1TB HDD) 4GB Nvidia NVIDIA GeForce Windows,"₦ 295,000 ",https://www.jumia.com.ng/hp-pavilion-15-gaming-i5-8gb-1tb-hdd-4gb-nvidia-nvidia-geforce-windows-44301378.html
Hp,"Pavilion 13 X360 Intel Core I5-7200u 2.5Ghz Touch Enabled/Backlit Keyboard(1TB, 8GB HDD) Wins 10","₦ 247,000 ",https://www.jumia.com.ng/hp-pavilion-13-x360-intel-core-i5-7200u-2.5ghz-touch-enabledbacklit-keyboard1tb-8gb-hdd-wins-10-29720098.html
Hp,Laserjet MFP M130A Printer. (Print + Scan + Photocopy),"₦ 44,900 ",https://www.jumia.com.ng/laserjet-mfp-m130a-printer.-print-scan-photocopy-hp-mpg228919.html
Hp,"Pavilion 15 Intel Core I5 1.6 Up To 3.4GHz, 12GB RAM, 1TB HDD Touchscreen/Backlit Keyboard Inches Windows 10","₦ 242,000 ",https://www.jumia.com.ng/hp-pavilion-15-intel-core-i5-1.6-up-to-3.4ghz-12gb-ram-1tb-hdd-touchscreenbacklit-keyboard-inches-windows-10-32165095.html
Lenovo,"Ideapad Intel Celeron 1TB HDD 4GB DDR4 15.6"" Windows 10","₦ 79,500 ",https://www.jumia.com.ng/lenovo-ideapad-intel-celeron-1tb-hdd-4gb-ddr4-15.6-windows-10-44558491.html
SanDisk,64GB Ultra Dual USB Type-C OTG,"₦ 5,589 ",https://www.jumia.com.ng/sandisk-64gb-ultra-dual-usb-type-c-otg-36975810.html
Microsoft,OFFICE PROFESSIONAL PLUS 2019 –  (FOR 1 WINDOWS PC),"₦ 6,700 ",https://www.jumia.com.ng/microsoft-office-professional-plus-2019-for-1-windows-pc-44858767.html
,Anti Theft Laptop Bag USB Interface Backpack Durable Red,"₦ 6,294 ",https://www.jumia.com.ng/generic-anti-theft-laptop-bag-usb-interface-backpack-durable-red-44547577.html
Hp,"Stream 14-Intel Celeron N3060 1.6GHz 4GB RAM, 32GB  SSD Windows 10 Home + Mouse, 32gb Flash","₦ 73,500 ",https://www.jumia.com.ng/hp-stream-14-intel-celeron-n3060-1.6ghz-4gb-ram-32gb-ssd-windows-10-home-mouse-32gb-flash-36674539.html
Dolphin Wills,Eco-Friendly Rechargeable Mouse For Laptop And Desktop,"₦ 4,000 ",https://www.jumia.com.ng/dolphin-wills-eco-friendly-rechargeable-mouse-for-laptop-and-desktop-21880629.html
Ceda,64gb Thumb Flash Drive - Blue,"₦ 4,000 ",https://www.jumia.com.ng/64gb-thumb-flash-drive-blue-ceda-mpg1217090.html
,3200 DPI 7 Button 7D LED Optical USB Wired Gaming Mouse,"₦ 2,296 ",https://www.jumia.com.ng/generic-3200-dpi-7-button-7d-led-optical-usb-wired-gaming-mouse-42285198.html
Hp,17A Black Genuine LaserJet Toner Cartridge...(CF217A).,"₦ 4,850 ",https://www.jumia.com.ng/hp-17a-black-genuine-laserjet-toner-cartridge...cf217a.-44352552.html
Hp,5GHZ Universal Wireless Mouse - Black,"₦ 3,200 ",https://www.jumia.com.ng/hp-5ghz-universal-wireless-mouse-black-20328425.html
Hp,Pavilion 15-CS0072 Core I7-8550U  1TB 8GB+16GB Optane  TOUCH,"₦ 253,000 ",https://www.jumia.com.ng/hp-pavilion-15-cs0072-core-i7-8550u-1tb-8gb16gb-optane-touch-44488897.html
Hp,"Notebook 15 Intel® Pentium® N3710 1.6GHz (8GB RAM, 500GB HDD) 15.6 Inch Screen Wins 10 + Free Mouse","₦ 110,000 ",https://www.jumia.com.ng/hp-notebook-15-intelr-pentiumr-n3710-1.6ghz-8gb-ram-500gb-hdd-15.6-inch-screen-wins-10-free-mouse-35315562.html
DELL,"Inspiron 15-Intel Core I3, 12GB RAM,1TB HDD,Touchscreen, Backlit Keyboard, Windows 10+ BAG","₦ 170,000 ",https://www.jumia.com.ng/dell-inspiron-15-intel-core-i3-12gb-ram1tb-hddtouchscreen-backlit-keyboard-windows-10-bag-30479674.html
,86mm Rfid Card Smart Induction Hotel Power Switch 40A Timer Delay Energy Saving,"₦ 2,959 ",https://www.jumia.com.ng/generic-86mm-rfid-card-smart-induction-hotel-power-switch-40a-timer-delay-energy-saving-43617974.html
Hp,"Pavilion X360 14 8th Gen Touch Intel Core I5-8250U, 8GB DDR4 RAM, 1TB HDD, Windows 10","₦ 215,000 ",https://www.jumia.com.ng/hp-pavilion-x360-14-8th-gen-touch-intel-core-i5-8250u-8gb-ddr4-ram-1tb-hdd-windows-10-45026951.html
DELL,"Inspiron 15 Intel Core I3 (8GB RAM-1TB)15.6""Win10+32GB FLASH + BAG","₦ 158,000 ",https://www.jumia.com.ng/dell-inspiron-15-intel-core-i3-8gb-ram-1tb15.6win1032gb-flash-bag-31332737.html
Bestrunner,128GB  Flash Memory Stick Drive OTG For Phone / PC,"₦ 1,969 ",https://www.jumia.com.ng/bestrunner-128gb-flash-memory-stick-drive-otg-for-phone-pc-36891786.html
Canon,EOS 4000D DSLR With 18-55mm III Lens- Black with 32GB & Bag Free,"₦ 113,900 ",https://www.jumia.com.ng/canon-eos-4000d-dslr-with-18-55mm-iii-lens-black-with-32gb-bag-free-32501084.html
Lenovo,S200Z All-In-One Intel Dual Core 4GB Ram-500 Hard Drive-19.5'' Desktop Windows 10.,"₦ 136,000 ",https://www.jumia.com.ng/all-in-one-lenovo-s200z-intel-dual-core-4gb-ram-500-hard-drive-19.5-desktop-windows-10.-lenovo-mpg324519.html
DELL,"Inspiron 15- Intel Core I3-, 12GB RAM, 1TB HDD, DVDRW, 15.6'', Touch Screen, Backlit Keyboard, Windows 10+32GB FLASH","₦ 158,000 ",https://www.jumia.com.ng/inspiron-15-intel-core-i3-12gb-ram-1tb-hdd-dvdrw-15.6-touch-screen-backlit-keyboard-windows-1032gb-flash-dell-mpg1190864.html
Hp,15 Intel Pentium Quad Core Touchscreen(4GB RAM 500GB HDD- 32GB Flash- USB Light For Keyboard- Mouse- Windows 10,"₦ 110,000 ",https://www.jumia.com.ng/hp-15-intel-pentium-quad-core-touchscreen4gb-ram-500gb-hdd-32gb-flash-usb-light-for-keyboard-mouse-windows-10-34501143.html
Toshiba,1TB External Hard Drives Toshiba,"₦ 15,499 ",https://www.jumia.com.ng/toshiba-1tb-external-hard-drives-toshiba-43935644.html
Bestrunner,64GB Flash Memory Stick Drive OTG For Phone / PC,"₦ 2,334 ",https://www.jumia.com.ng/bestrunner-64gb-flash-memory-stick-drive-otg-for-phone-pc-44958551.html
Hp,"ENVY X360 15 Core I5(256GB SSD,8GB)Touchscreen Fingerprint","₦ 240,000 ",https://www.jumia.com.ng/hp-envy-x360-15-core-i5256gb-ssd8gbtouchscreen-fingerprint-44681197.html
Hp,"Notebook 15-rb006nia AMD Dual Core A4-9120 500GB HDD, 4GB RAM, 15.6"" FREE DOS Laptop + BAG","₦ 75,590 ",https://www.jumia.com.ng/hp-notebook-15-rb006nia-amd-dual-core-a4-9120-500gb-hdd-4gb-ram-15.6-free-dos-laptop-bag-44106365.html
Seagate Technology,Seagate 500GB Sata Desktop Hard Disk,"₦ 6,000 ",https://www.jumia.com.ng/seagate-technology-seagate-500gb-sata-desktop-hard-disk-42815212.html
Hp,Genuine 17A TONER CARTRIDGE BLACK,"₦ 4,800 ",https://www.jumia.com.ng/genuine-hp-17a-toner-cartridge-black-hp-mpg309337.html
,Flexible USB External Keyboard - Black,"₦ 2,199 ",https://www.jumia.com.ng/generic-flexible-usb-external-keyboard-black-44054979.html
Microsoft Office,Office 365 Lifetime Account Subscription/5 Devices/5TB OneDrive NO PHYSICAL CD,"₦ 2,300 ",https://www.jumia.com.ng/microsoft-office-office-365-lifetime-account-subscription5-devices5tb-onedrive-no-physical-cd-44163611.html
Meijie Luo,Mini Chest/ Backpack  With USB Charging Port Grey,"₦ 4,500 ",https://www.jumia.com.ng/meijie-luo-mini-chest-backpack-with-usb-charging-port-grey-43813658.html
SanDisk,32GB Cruzer Dial Flash Drive,"₦ 2,170 ",https://www.jumia.com.ng/sandisk-32gb-cruzer-dial-flash-drive-35787073.html
Hp,"Elitedesk 800 SFF Intel Corei5,8GB RAM,1TB Win10&Office 2016","₦ 140,000 ",https://www.jumia.com.ng/hp-elitedesk-800-sff-intel-corei58gb-ram1tb-win10office-2016-45109274.html
Hp,"Notebook 15 Intel Core I3 2.4Ghz, 2TB HDD, 4GB Ram+ BAG- 32GB Flash, Mouse, USB Light For Keyboard- Webcam, Bluetooth, DVDRW, 15.6"",Win10","₦ 140,000 ",https://www.jumia.com.ng/hp-notebook-15-intel-core-i3-2.4ghz-2tb-hdd-4gb-ram-bag-32gb-flash-mouse-usb-light-for-keyboard-webcam-bluetooth-dvdrw-15.6win10-24912809.html
SanDisk,16GB Cruzer USB 2.0 Flash Drive,"₦ 1,890 ",https://www.jumia.com.ng/16gb-cruzer-blade-flash-drive-black-generic-mpg261682.html
Hp,NOTEBOOK 15 INTEL CELERON 1TB /4GB WINDOWS 10+BAG,"₦ 90,000 ",https://www.jumia.com.ng/hp-notebook-15-intel-celeron-1tb-4gb-windows-10bag-44267544.html
XPrinter,Xprinter Mini Bluetooth Receipt Mobile Printer 58mm Paper,"₦ 18,700 ",https://www.jumia.com.ng/xprinter-xprinter-mini-bluetooth-receipt-mobile-printer-58mm-paper-32790411.html
Hp,"15 AMD Quad Core 500GB HDD, 4GB RAM Windows 10 + Mouse","₦ 79,590 ",https://www.jumia.com.ng/hp-15-amd-quad-core-500gb-hdd-4gb-ram-windows-10-mouse-44352579.html
SanDisk,32GB Ultra OTG Dual USB Flash Drive 3.0,"₦ 3,790 ",https://www.jumia.com.ng/sandisk-32gb-ultra-otg-dual-usb-flash-drive-3.0-36756115.html
Hp,"15 Touchscreen Intel Pentium (1TB ,4GB RAM) Windows 10- Black","₦ 136,000 ",https://www.jumia.com.ng/hp-15-touchscreen-intel-pentium-1tb-4gb-ram-windows-10-black-35826354.html
Hp,Color LaserJet Pro MFP M181FW (Print + Scan + Photocopy),"₦ 106,800 ",https://www.jumia.com.ng/hp-color-laserjet-pro-mfp-m181fw-print-scan-photocopy-41266027.html
Huawei,"4G Pocket Mobile WiFi Router For Ntel,Airtel,9Mobile,GLO,MTN","₦ 13,000 ",https://www.jumia.com.ng/huawei-4g-pocket-mobile-wifi-router-for-ntelairtel9mobileglomtn-44865505.html
Ctroniq,"14.1"" HD Win10 Intel CherryTrail 1.68 Ghz 2GB 32GB, Black","₦ 58,999 ",https://www.jumia.com.ng/ctroniq-14.1-hd-win10-intel-cherrytrail-1.68-ghz-2gb-32gb-black-43895385.html
YI,Compute 21.5in All In One Gaming Desktop Computer Mini PC Dual Core Intel 4GB DDR4 RAM 500G SSD Angle Office Gamer,"₦ 128,798 ",https://www.jumia.com.ng/yi-compute-21.5in-all-in-one-gaming-desktop-computer-mini-pc-dual-core-intel-4gb-ddr4-ram-500g-ssd-angle-office-gamer-33057715.html
Lenovo,"IDEAPAD 330, INTEL COREI3, 1TB HDD, 8GB RAM, BLUETOOTH, BLACK, WIN10","₦ 130,000 ",https://www.jumia.com.ng/lenovo-ideapad-330-intel-corei3-1tb-hdd-8gb-ram-bluetooth-black-win10-44376411.html
Seagate,500gb External Harddrive 3.0- Red,"₦ 8,999 ",https://www.jumia.com.ng/seagate-500gb-external-harddrive-3.0-red-31885678.html
Lenovo,Ideapad 15 Intel Celeron (4GB RAM 1TB HDD) Windows 10 +BAG,"₦ 78,000 ",https://www.jumia.com.ng/lenovo-ideapad-15-intel-celeron-4gb-ram-1tb-hdd-windows-10-bag-44491578.html
Hp,"Notebook - 14 Intel® Core™ I3 7020U 8GB-1TB Windows 10 + BAG & Free 32gb Flash, Anti Virus","₦ 135,000 ",https://www.jumia.com.ng/hp-notebook-14-intelr-coretm-i3-7020u-8gb-1tb-windows-10-bag-free-32gb-flash-anti-virus-44397325.html
,Apple Retina 60w Charger & Power Adapter Magsafe 2 - For Macbook Pro & Macbook Air,"₦ 8,000 ",https://www.jumia.com.ng/generic-apple-retina-60w-charger-power-adapter-magsafe-2-for-macbook-pro-macbook-air-44149109.html
Lenovo,Ideapad V130-15IKB Intel Core I3 (4GB RAM 1TB HDD) 15.6-Inch FREE DOS,"₦ 108,990 ",https://www.jumia.com.ng/lenovo-ideapad-v130-15ikb-intel-core-i3-4gb-ram-1tb-hdd-15.6-inch-free-dos-43677524.html
Hp,"250 G5 Intel Core I3 (4GB,1TB HDD+ 32GB Flash, Mouse, USB Light For Keyboard) Windows 10","₦ 123,000 ",https://www.jumia.com.ng/hp-250-g5-intel-core-i3-4gb1tb-hdd-32gb-flash-mouse-usb-light-for-keyboard-windows-10-25146476.html
Hp,Probook X360 Intel Cel 64GB Ssd 4GB RAM Windows 10,"₦ 120,000 ",https://www.jumia.com.ng/probook-x360-intel-cel-64gb-ssd-4gb-ram-windows-10-hp-mpg311368.html
,Tenda/Tengda 3F Three Home Antenna Wireless Router WiFi 300Mbps Transmission Rate,"₦ 3,520 ",https://www.jumia.com.ng/generic-tendatengda-3f-three-home-antenna-wireless-router-wifi-300mbps-transmission-rate-44837350.html
Arduino,Arduino Starter Kit For Beginners + Tutorials,"₦ 25,000 ",https://www.jumia.com.ng/arduino-arduino-starter-kit-for-beginners-tutorials-17484332.html
Microsoft,"Microsoft Lifecam HD 3000 WebCam (Approved For WAEC,NECO & JAMB Reg)","₦ 29,700 ",https://www.jumia.com.ng/microsoft-microsoft-lifecam-hd-3000-webcam-approved-for-waecneco-jamb-reg-44492497.html
Hppower,Travel Laptop And School Backpack Bag - Black,"₦ 5,700 ",https://www.jumia.com.ng/hppower-travel-laptop-and-school-backpack-bag-black-44186936.html
Lenovo Ideapad,"IdeaPad 330-Intel Core I3, 4GB RAM-1TB HDD 14"", DVD, 2.3Ghz, Bluetooth, Windows 10 + Anti Virus + Laptop Bag","₦ 135,000 ",https://www.jumia.com.ng/lenovo-ideapad-ideapad-330-intel-core-i3-4gb-ram-1tb-hdd-14-dvd-2.3ghz-bluetooth-windows-10-anti-virus-laptop-bag-43574751.html
Microsoft,Microsoft Office Professional Plus 2019 Product Key 5 PCs,"₦ 19,000 ",https://www.jumia.com.ng/microsoft-microsoft-office-professional-plus-2019-product-key-5-pcs-43422076.html
Hp,"15 Intel Pentium Dual Core (8gb RAm, 500GB HDD), WLAN, Bluetooth® 4.0, Webcam, DTS Studio Sound Windows 10","₦ 114,000 ",https://www.jumia.com.ng/hp-15-intel-pentium-dual-core-8gb-ram-500gb-hdd-wlan-bluetoothr-4.0-webcam-dts-studio-sound-windows-10-33176893.html
Bestrunner,128GB Flash Memory Stick Drive OTG For Phone / PC,"₦ 2,000 ",https://www.jumia.com.ng/bestrunner-128gb-flash-memory-stick-drive-otg-for-phone-pc-36891776.html
Hp,Notebook 15 Intel Core I5-1TB/8GB+16gb Optane-Touch-Backlit-DVD-windows 10+32gb Flash GOLD,"₦ 190,000 ",https://www.jumia.com.ng/hp-notebook-15-intel-core-i5-1tb8gb16gb-optane-touch-backlit-dvd-windows-1032gb-flash-gold-44301392.html
Seagate,SEAGATE 500GB BACK UP PLUS EXT,"₦ 8,700 ",https://www.jumia.com.ng/seagate-seagate-500gb-back-up-plus-ext-44361327.html
Hp,"Stream 14 Mini - Intel® Celeron®  ( 4GB RAM, 32GB SSD + 32GB Flash, Mouse, USB Light For Keyboard) 14 Inches Screen Intel® HD Graphics 400, WIndows 10","₦ 66,800 ",https://www.jumia.com.ng/hp-stream-14-mini-intelr-celeronr-4gb-ram-32gb-ssd-32gb-flash-mouse-usb-light-for-keyboard-14-inches-screen-intelr-hd-graphics-400-windows-10-28402073.html
Hp,"15 Intel Pentium Dualcore (500GB, 8GB RAM), WLAN, Bluetooth® 4.0, Webcam, Windows 10 +Bag","₦ 112,500 ",https://www.jumia.com.ng/hp-15-intel-pentium-dualcore-500gb-8gb-ram-wlan-bluetoothr-4.0-webcam-windows-10-bag-31541687.html
,2.4GHz Wireless 2400DPI/CPI 6D Button Optical Mouse/Mice,"₦ 1,630 ",https://www.jumia.com.ng/generic-2.4ghz-wireless-2400dpicpi-6d-button-optical-mousemice-42285196.html
,X2w Wireless Thin-Client,"₦ 16,000 ",https://www.jumia.com.ng/x2w-wireless-thin-client-generic-mpg1180212.html
Hp,15 Intel Celeron 500GB 4GB RAM Windows 10 Black Colour+32gb Flash Drive+KEYBOARD LIGHT,"₦ 86,000 ",https://www.jumia.com.ng/hp-15-intel-celeron-500gb-4gb-ram-windows-10-black-colour32gb-flash-drivekeyboard-light-10401668.html
Hp,Pavilion 15 - Intel Core I5 - 1TB HDD 12GB RAM+32gb Flash,"₦ 220,000 ",https://www.jumia.com.ng/pavilion-15-hp-intel-core-i5-1tb-hdd-12gb-ram32gb-flash-hp-mpg221812.html
Hp,304 Ink Cartridges Color And Black,"₦ 15,000 ",https://www.jumia.com.ng/hp-304-ink-cartridges-color-and-black-43127834.html
Hp,"Deskjet 2620 Printer, Print,Scan,Copy With Usb Printer Cable","₦ 11,990 ",https://www.jumia.com.ng/hp-deskjet-2620-printer-printscancopy-with-usb-printer-cable-45011341.html
Hp,"Pavilion 15 Intel Pentium Quad Core (4GB,500GB HDD+ 32GB Flash) Windows 10 Laptop + Free Bag- Mouse- USB Light For Keyboard, Red","₦ 105,000 ",https://www.jumia.com.ng/hp-pavilion-15-intel-pentium-quad-core-4gb500gb-hdd-32gb-flash-windows-10-laptop-free-bag-mouse-usb-light-for-keyboard-red-29916975.html
Hp,"Pavilion 15 Intel Pentium Quad Core 4GB,500GB HDD+ 32GB Flash Win10 Laptop +USB Light For Keyboard","₦ 106,000 ",https://www.jumia.com.ng/hp-pavilion-15-intel-pentium-quad-core-4gb500gb-hdd-32gb-flash-win10-laptop-usb-light-for-keyboard-45141495.html
,YOSOO SATA 22 Pin To USB 2.0 Cable Adapter For 2.55 HDD Hard Disk Drive With USB Cable,"₦ 1,537 ",https://www.jumia.com.ng/generic-yosoo-sata-22-pin-to-usb-2.0-cable-adapter-for-2.55-hdd-hard-disk-drive-with-usb-cable-12512053.html
Seagate,2TB External Harddrive Black,"₦ 26,499 ",https://www.jumia.com.ng/seagate-external-harddrive-2tb-seagate-mpg227175.html
Hp,Stream11 Intel Celeron(4GB Ram 64GB SSD +Free 32Flash)Wins10,"₦ 63,990 ",https://www.jumia.com.ng/stream11-intel-celeron4gb-ram-64gb-ssd-free-32flashwins10-hp-mpg1218840.html
